Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
217,0,-2.6,73,3.4,787,Winter,No Holiday,Yes,16,12,2017
302,1,-3.4,76,2.9,582,Winter,No Holiday,Yes,16,12,2017
228,2,-4.1,73,2.1,567,Winter,No Holiday,Yes,16,12,2017
129,3,-4.5,71,1.6,651,Winter,No Holiday,Yes,16,12,2017
80,4,-5.0,70,2.7,702,Winter,No Holiday,Yes,16,12,2017
45,5,-5.6,72,2.0,662,Winter,No Holiday,Yes,16,12,2017
66,6,-6.1,69,2.9,765,Winter,No Holiday,Yes,16,12,2017
90,7,-6.7,64,2.1,977,Winter,No Holiday,Yes,16,12,2017
190,8,-7.3,62,2.6,1112,Winter,No Holiday,Yes,16,12,2017
195,9,-7.2,47,2.8,1724,Winter,No Holiday,Yes,16,12,2017
201,10,-6.2,42,2.3,1893,Winter,No Holiday,Yes,16,12,2017
239,11,-5.2,30,4.0,1991,Winter,No Holiday,Yes,16,12,2017
252,12,-4.1,28,3.8,1998,Winter,No Holiday,Yes,16,12,2017
296,13,-3.7,23,4.0,1980,Winter,No Holiday,Yes,16,12,2017
292,14,-3.4,22,4.3,1966,Winter,No Holiday,Yes,16,12,2017
291,15,-3.3,22,5.0,2000,Winter,No Holiday,Yes,16,12,2017
258,16,-3.3,24,3.5,2000,Winter,No Holiday,Yes,16,12,2017
277,17,-4.6,26,2.6,2000,Winter,No Holiday,Yes,16,12,2017
212,18,-5.3,28,3.5,2000,Winter,No Holiday,Yes,16,12,2017
173,19,-6.0,32,2.4,2000,Winter,No Holiday,Yes,16,12,2017
143,20,-6.6,37,3.4,2000,Winter,No Holiday,Yes,16,12,2017
159,21,-7.1,39,3.2,2000,Winter,No Holiday,Yes,16,12,2017
155,22,-7.6,41,1.6,2000,Winter,No Holiday,Yes,16,12,2017
142,23,-8.0,41,2.2,2000,Winter,No Holiday,Yes,16,12,2017
175,0,-8.1,41,2.0,2000,Winter,No Holiday,Yes,17,12,2017
146,1,-8.4,40,1.6,2000,Winter,No Holiday,Yes,17,12,2017
132,2,-8.7,40,2.8,2000,Winter,No Holiday,Yes,17,12,2017
100,3,-9.0,40,3.1,2000,Winter,No Holiday,Yes,17,12,2017
41,4,-9.5,40,1.9,2000,Winter,No Holiday,Yes,17,12,2017
31,5,-9.7,41,3.1,2000,Winter,No Holiday,Yes,17,12,2017
39,6,-9.9,42,2.3,2000,Winter,No Holiday,Yes,17,12,2017
53,7,-10.2,42,2.3,2000,Winter,No Holiday,Yes,17,12,2017
94,8,-10.7,43,0.9,2000,Winter,No Holiday,Yes,17,12,2017
122,9,-10.5,38,1.1,1950,Winter,No Holiday,Yes,17,12,2017
142,10,-8.5,31,1.5,1997,Winter,No Holiday,Yes,17,12,2017
189,11,-7.2,29,1.8,1926,Winter,No Holiday,Yes,17,12,2017
216,12,-4.9,25,2.6,1966,Winter,No Holiday,Yes,17,12,2017
223,13,-4.5,25,3.2,1989,Winter,No Holiday,Yes,17,12,2017
268,14,-3.2,26,3.1,1933,Winter,No Holiday,Yes,17,12,2017
278,15,-2.5,28,2.0,2000,Winter,No Holiday,Yes,17,12,2017
256,16,-2.7,31,2.3,2000,Winter,No Holiday,Yes,17,12,2017
266,17,-3.8,35,2.4,2000,Winter,No Holiday,Yes,17,12,2017
204,18,-4.7,37,1.8,2000,Winter,No Holiday,Yes,17,12,2017
157,19,-5.6,39,1.1,2000,Winter,No Holiday,Yes,17,12,2017
166,20,-6.0,42,0.8,2000,Winter,No Holiday,Yes,17,12,2017
168,21,-6.5,45,0.7,2000,Winter,No Holiday,Yes,17,12,2017
172,22,-6.6,50,0.6,1990,Winter,No Holiday,Yes,17,12,2017
138,23,-6.9,53,0.7,2000,Winter,No Holiday,Yes,17,12,2017
151,0,-5.9,50,0.6,2000,Winter,No Holiday,Yes,18,12,2017
97,1,-5.3,48,0.4,1664,Winter,No Holiday,Yes,18,12,2017
38,2,-5.0,65,0.4,990,Winter,No Holiday,Yes,18,12,2017
32,3,-5.3,76,1.0,767,Winter,No Holiday,Yes,18,12,2017
29,4,-5.4,81,0.7,270,Winter,No Holiday,Yes,18,12,2017
27,5,-5.3,81,0.9,923,Winter,No Holiday,Yes,18,12,2017
45,6,-5.2,85,0.9,271,Winter,No Holiday,Yes,18,12,2017
96,7,-5.0,85,0.7,186,Winter,No Holiday,Yes,18,12,2017
146,8,-4.6,86,1.2,508,Winter,No Holiday,Yes,18,12,2017
52,9,-4.3,89,1.0,59,Winter,No Holiday,Yes,18,12,2017
36,10,-3.7,87,1.0,541,Winter,No Holiday,Yes,18,12,2017
44,11,-2.9,85,1.2,243,Winter,No Holiday,Yes,18,12,2017
62,12,-1.8,83,1.2,351,Winter,No Holiday,Yes,18,12,2017
76,13,-0.9,84,1.2,333,Winter,No Holiday,Yes,18,12,2017
116,14,0.5,76,0.9,364,Winter,No Holiday,Yes,18,12,2017
137,15,1.6,73,0.9,421,Winter,No Holiday,Yes,18,12,2017
181,16,1.8,76,0.8,410,Winter,No Holiday,Yes,18,12,2017
175,17,0.4,84,0.8,317,Winter,No Holiday,Yes,18,12,2017
281,18,0.0,88,0.6,277,Winter,No Holiday,Yes,18,12,2017
198,19,1.3,65,1.1,1122,Winter,No Holiday,Yes,18,12,2017
165,20,3.3,65,3.2,1172,Winter,No Holiday,Yes,18,12,2017
148,21,2.8,73,2.4,831,Winter,No Holiday,Yes,18,12,2017
160,22,1.5,82,2.4,537,Winter,No Holiday,Yes,18,12,2017
128,23,0.1,81,2.9,551,Winter,No Holiday,Yes,18,12,2017
122,0,-1.0,73,2.3,881,Winter,No Holiday,Yes,19,12,2017
122,1,-2.0,72,0.8,979,Winter,No Holiday,Yes,19,12,2017
93,2,-2.7,72,0.9,990,Winter,No Holiday,Yes,19,12,2017
55,3,-2.8,58,1.6,1315,Winter,No Holiday,Yes,19,12,2017
39,4,-2.9,59,1.8,1286,Winter,No Holiday,Yes,19,12,2017
55,5,-3.9,66,0.7,1209,Winter,No Holiday,Yes,19,12,2017
78,6,-4.3,70,1.6,1169,Winter,No Holiday,Yes,19,12,2017
165,7,-4.4,64,2.8,1367,Winter,No Holiday,Yes,19,12,2017
390,8,-5.2,58,2.2,1594,Winter,No Holiday,Yes,19,12,2017
199,9,-5.3,48,2.6,1810,Winter,No Holiday,Yes,19,12,2017
151,10,-4.6,41,2.8,1815,Winter,No Holiday,Yes,19,12,2017
174,11,-3.5,35,2.2,1742,Winter,No Holiday,Yes,19,12,2017
191,12,-2.5,31,2.6,1778,Winter,No Holiday,Yes,19,12,2017
189,13,-2.2,25,3.2,1970,Winter,No Holiday,Yes,19,12,2017
178,14,-2.2,23,3.7,1971,Winter,No Holiday,Yes,19,12,2017
195,15,-1.3,26,3.0,2000,Winter,No Holiday,Yes,19,12,2017
211,16,-1.8,31,3.1,1993,Winter,No Holiday,Yes,19,12,2017
256,17,-2.7,35,1.8,2000,Winter,No Holiday,Yes,19,12,2017
384,18,-3.8,42,3.3,2000,Winter,No Holiday,Yes,19,12,2017
276,19,-4.5,51,2.0,2000,Winter,No Holiday,Yes,19,12,2017
225,20,-4.9,55,2.0,2000,Winter,No Holiday,Yes,19,12,2017
224,21,-5.0,57,1.9,2000,Winter,No Holiday,Yes,19,12,2017
213,22,-5.5,56,1.5,2000,Winter,No Holiday,Yes,19,12,2017
149,23,-5.8,57,1.7,2000,Winter,No Holiday,Yes,19,12,2017
142,0,-6.5,63,1.5,1666,Winter,No Holiday,Yes,20,12,2017
172,1,-7.3,67,1.1,1593,Winter,No Holiday,Yes,20,12,2017
108,2,-7.8,68,0.9,1642,Winter,No Holiday,Yes,20,12,2017
71,3,-8.1,70,1.3,1557,Winter,No Holiday,Yes,20,12,2017
38,4,-8.5,73,1.0,1723,Winter,No Holiday,Yes,20,12,2017
56,5,-8.3,67,0.9,1566,Winter,No Holiday,Yes,20,12,2017
97,6,-8.2,66,0.9,1718,Winter,No Holiday,Yes,20,12,2017
213,7,-8.1,67,0.9,1737,Winter,No Holiday,Yes,20,12,2017
466,8,-7.8,65,1.1,1738,Winter,No Holiday,Yes,20,12,2017
239,9,-6.7,62,1.1,1749,Winter,No Holiday,Yes,20,12,2017
162,10,-5.4,56,1.1,1751,Winter,No Holiday,Yes,20,12,2017
204,11,-4.2,51,1.1,1772,Winter,No Holiday,Yes,20,12,2017
209,12,-3.2,49,1.3,1723,Winter,No Holiday,Yes,20,12,2017
228,13,-1.3,43,1.0,1777,Winter,No Holiday,Yes,20,12,2017
243,14,-0.5,44,1.0,1793,Winter,No Holiday,Yes,20,12,2017
240,15,-0.2,45,1.0,1852,Winter,No Holiday,Yes,20,12,2017
225,16,-0.5,48,1.1,1722,Winter,No Holiday,Yes,20,12,2017
237,17,-0.9,70,1.1,299,Winter,No Holiday,Yes,20,12,2017
329,18,-1.4,79,1.6,702,Winter,No Holiday,Yes,20,12,2017
190,19,-1.5,81,1.8,751,Winter,No Holiday,Yes,20,12,2017
165,20,-1.9,86,0.9,700,Winter,No Holiday,Yes,20,12,2017
197,21,-2.0,83,1.2,904,Winter,No Holiday,Yes,20,12,2017
184,22,-1.6,82,0.4,929,Winter,No Holiday,Yes,20,12,2017
153,23,-1.1,87,1.4,349,Winter,No Holiday,Yes,20,12,2017
166,0,-1.3,90,2.0,259,Winter,No Holiday,Yes,21,12,2017
189,1,-1.8,90,1.6,263,Winter,No Holiday,Yes,21,12,2017
132,2,-2.2,88,1.4,348,Winter,No Holiday,Yes,21,12,2017
79,3,-2.9,89,1.3,288,Winter,No Holiday,Yes,21,12,2017
58,4,-3.6,91,1.2,241,Winter,No Holiday,Yes,21,12,2017
49,5,-4.3,91,1.5,233,Winter,No Holiday,Yes,21,12,2017
84,6,-4.8,91,1.1,266,Winter,No Holiday,Yes,21,12,2017
178,7,-5.3,90,1.1,311,Winter,No Holiday,Yes,21,12,2017
423,8,-5.6,89,0.9,371,Winter,No Holiday,Yes,21,12,2017
265,9,-5.3,88,0.4,463,Winter,No Holiday,Yes,21,12,2017
169,10,-3.0,71,0.7,608,Winter,No Holiday,Yes,21,12,2017
243,11,-0.7,62,0.7,519,Winter,No Holiday,Yes,21,12,2017
290,12,1.9,40,2.0,1835,Winter,No Holiday,Yes,21,12,2017
285,13,3.2,42,1.8,1349,Winter,No Holiday,Yes,21,12,2017
255,14,4.3,47,2.3,953,Winter,No Holiday,Yes,21,12,2017
316,15,4.4,46,1.4,1113,Winter,No Holiday,Yes,21,12,2017
301,16,4.1,51,1.8,1112,Winter,No Holiday,Yes,21,12,2017
366,17,2.9,60,1.3,1193,Winter,No Holiday,Yes,21,12,2017
531,18,1.7,64,1.3,1140,Winter,No Holiday,Yes,21,12,2017
355,19,0.8,71,0.9,923,Winter,No Holiday,Yes,21,12,2017
288,20,0.2,72,0.7,990,Winter,No Holiday,Yes,21,12,2017
248,21,-0.4,74,0.6,1065,Winter,No Holiday,Yes,21,12,2017
252,22,-1.1,78,0.6,865,Winter,No Holiday,Yes,21,12,2017
212,23,-1.5,79,0.6,821,Winter,No Holiday,Yes,21,12,2017
196,0,-1.7,79,0.5,794,Winter,Holiday,Yes,22,12,2017
250,1,-1.6,79,0.6,784,Winter,Holiday,Yes,22,12,2017
161,2,-1.1,79,0.7,736,Winter,Holiday,Yes,22,12,2017
99,3,-0.6,76,0.5,789,Winter,Holiday,Yes,22,12,2017
64,4,-0.3,76,0.9,760,Winter,Holiday,Yes,22,12,2017
76,5,-0.2,73,0.8,880,Winter,Holiday,Yes,22,12,2017
114,6,-0.1,71,0.8,895,Winter,Holiday,Yes,22,12,2017
283,7,-0.3,72,0.7,919,Winter,Holiday,Yes,22,12,2017
544,8,-0.4,69,0.5,904,Winter,Holiday,Yes,22,12,2017
298,9,0.3,67,0.7,897,Winter,Holiday,Yes,22,12,2017
248,10,1.4,64,1.0,897,Winter,Holiday,Yes,22,12,2017
278,11,3.1,57,0.8,804,Winter,Holiday,Yes,22,12,2017
301,12,4.5,56,0.8,836,Winter,Holiday,Yes,22,12,2017
320,13,5.4,55,1.2,820,Winter,Holiday,Yes,22,12,2017
326,14,5.9,55,0.6,779,Winter,Holiday,Yes,22,12,2017
386,15,6.5,55,0.9,801,Winter,Holiday,Yes,22,12,2017
416,16,6.0,58,0.7,732,Winter,Holiday,Yes,22,12,2017
477,17,5.4,61,1.3,691,Winter,Holiday,Yes,22,12,2017
671,18,4.9,63,0.6,677,Winter,Holiday,Yes,22,12,2017
481,19,5.2,64,0.7,691,Winter,Holiday,Yes,22,12,2017
323,20,5.9,67,1.3,779,Winter,Holiday,Yes,22,12,2017
309,21,6.1,70,2.2,763,Winter,Holiday,Yes,22,12,2017
314,22,6.1,70,2.7,806,Winter,Holiday,Yes,22,12,2017
249,23,5.8,74,2.5,832,Winter,Holiday,Yes,22,12,2017
282,0,5.8,75,1.9,788,Winter,No Holiday,Yes,23,12,2017
337,1,5.7,75,1.7,706,Winter,No Holiday,Yes,23,12,2017
312,2,5.6,76,1.6,641,Winter,No Holiday,Yes,23,12,2017
230,3,5.4,77,1.6,583,Winter,No Holiday,Yes,23,12,2017
120,4,5.3,79,0.9,506,Winter,No Holiday,Yes,23,12,2017
59,5,5.0,81,1.2,425,Winter,No Holiday,Yes,23,12,2017
63,6,5.1,81,1.3,375,Winter,No Holiday,Yes,23,12,2017
99,7,5.1,82,0.7,334,Winter,No Holiday,Yes,23,12,2017
188,8,5.1,83,0.9,297,Winter,No Holiday,Yes,23,12,2017
239,9,5.2,84,0.7,226,Winter,No Holiday,Yes,23,12,2017
235,10,5.4,82,1.2,215,Winter,No Holiday,Yes,23,12,2017
282,11,5.7,81,1.1,192,Winter,No Holiday,Yes,23,12,2017
325,12,7.0,72,1.9,246,Winter,No Holiday,Yes,23,12,2017
423,13,7.7,68,1.0,249,Winter,No Holiday,Yes,23,12,2017
405,14,8.6,63,1.6,263,Winter,No Holiday,Yes,23,12,2017
443,15,8.6,64,1.5,269,Winter,No Holiday,Yes,23,12,2017
473,16,8.2,64,1.0,281,Winter,No Holiday,Yes,23,12,2017
453,17,7.7,67,0.9,264,Winter,No Holiday,Yes,23,12,2017
340,18,6.6,73,0.4,229,Winter,No Holiday,Yes,23,12,2017
260,19,6.0,76,1.1,219,Winter,No Holiday,Yes,23,12,2017
258,20,5.9,75,1.5,222,Winter,No Holiday,Yes,23,12,2017
279,21,5.6,77,0.9,212,Winter,No Holiday,Yes,23,12,2017
282,22,5.3,79,0.6,200,Winter,No Holiday,Yes,23,12,2017
237,23,5.5,80,0.6,185,Winter,No Holiday,Yes,23,12,2017
266,0,5.6,78,0.6,196,Winter,Holiday,Yes,24,12,2017
251,1,5.6,78,0.5,197,Winter,Holiday,Yes,24,12,2017
196,2,5.4,80,0.9,190,Winter,Holiday,Yes,24,12,2017
149,3,5.2,82,0.8,190,Winter,Holiday,Yes,24,12,2017
79,4,5.2,82,0.7,189,Winter,Holiday,Yes,24,12,2017
44,5,5.1,82,0.6,185,Winter,Holiday,Yes,24,12,2017
12,6,4.9,84,1.3,159,Winter,Holiday,Yes,24,12,2017
3,7,4.7,89,1.1,100,Winter,Holiday,Yes,24,12,2017
4,8,4.6,91,1.7,95,Winter,Holiday,Yes,24,12,2017
3,9,4.6,94,0.9,90,Winter,Holiday,Yes,24,12,2017
4,10,4.8,96,0.6,87,Winter,Holiday,Yes,24,12,2017
9,11,4.6,95,0.8,156,Winter,Holiday,Yes,24,12,2017
4,12,4.1,91,0.8,404,Winter,Holiday,Yes,24,12,2017
7,13,3.7,90,0.7,744,Winter,Holiday,Yes,24,12,2017
28,14,3.3,90,2.5,561,Winter,Holiday,Yes,24,12,2017
38,15,2.9,90,2.0,380,Winter,Holiday,Yes,24,12,2017
54,16,2.3,91,3.3,270,Winter,Holiday,Yes,24,12,2017
104,17,2.2,86,2.6,605,Winter,Holiday,Yes,24,12,2017
128,18,1.9,82,4.3,699,Winter,Holiday,Yes,24,12,2017
132,19,1.1,68,4.4,695,Winter,Holiday,Yes,24,12,2017
116,20,0.6,67,3.3,506,Winter,Holiday,Yes,24,12,2017
145,21,0.4,69,3.5,477,Winter,Holiday,Yes,24,12,2017
110,22,0.2,69,2.7,565,Winter,Holiday,Yes,24,12,2017
128,23,0.0,63,3.2,884,Winter,Holiday,Yes,24,12,2017
160,0,-0.6,64,2.4,1010,Winter,Holiday,Yes,25,12,2017
132,1,-1.2,57,4.3,1429,Winter,Holiday,Yes,25,12,2017
115,2,-1.8,53,4.1,1825,Winter,Holiday,Yes,25,12,2017
100,3,-2.3,52,3.4,1947,Winter,Holiday,Yes,25,12,2017
72,4,-3.0,51,3.2,2000,Winter,Holiday,Yes,25,12,2017
32,5,-3.7,51,2.6,2000,Winter,Holiday,Yes,25,12,2017
59,6,-4.1,50,3.0,2000,Winter,Holiday,Yes,25,12,2017
61,7,-4.6,46,2.8,2000,Winter,Holiday,Yes,25,12,2017
94,8,-4.9,44,3.0,2000,Winter,Holiday,Yes,25,12,2017
107,9,-4.6,40,3.5,2000,Winter,Holiday,Yes,25,12,2017
133,10,-3.7,35,3.7,1937,Winter,Holiday,Yes,25,12,2017
179,11,-2.8,35,2.9,1984,Winter,Holiday,Yes,25,12,2017
221,12,-1.6,33,2.5,1874,Winter,Holiday,Yes,25,12,2017
244,13,-1.5,33,3.8,2000,Winter,Holiday,Yes,25,12,2017
274,14,-0.4,31,2.0,2000,Winter,Holiday,Yes,25,12,2017
319,15,0.4,28,2.5,2000,Winter,Holiday,Yes,25,12,2017
272,16,0.4,27,2.0,2000,Winter,Holiday,Yes,25,12,2017
260,17,-0.7,29,2.0,2000,Winter,Holiday,Yes,25,12,2017
237,18,-1.6,33,2.0,2000,Winter,Holiday,Yes,25,12,2017
184,19,-1.8,41,2.1,2000,Winter,Holiday,Yes,25,12,2017
181,20,-2.1,49,1.7,2000,Winter,Holiday,Yes,25,12,2017
185,21,-1.7,51,1.7,2000,Winter,Holiday,Yes,25,12,2017
176,22,-1.3,53,1.7,2000,Winter,Holiday,Yes,25,12,2017
169,23,-1.0,55,1.9,2000,Winter,Holiday,Yes,25,12,2017
178,0,-1.4,58,1.0,1880,Winter,No Holiday,Yes,26,12,2017
127,1,-1.5,62,1.3,2000,Winter,No Holiday,Yes,26,12,2017
85,2,-2.1,69,1.0,1995,Winter,No Holiday,Yes,26,12,2017
72,3,-2.6,70,1.0,1992,Winter,No Holiday,Yes,26,12,2017
49,4,-2.6,72,1.4,1929,Winter,No Holiday,Yes,26,12,2017
65,5,-2.9,77,0.8,1833,Winter,No Holiday,Yes,26,12,2017
120,6,-2.8,73,0.7,1906,Winter,No Holiday,Yes,26,12,2017
296,7,-2.9,73,1.9,1911,Winter,No Holiday,Yes,26,12,2017
578,8,-2.7,68,2.2,1919,Winter,No Holiday,Yes,26,12,2017
293,9,-2.8,52,2.9,1895,Winter,No Holiday,Yes,26,12,2017
180,10,-2.2,36,4.1,1930,Winter,No Holiday,Yes,26,12,2017
250,11,-2.1,28,4.9,1887,Winter,No Holiday,Yes,26,12,2017
262,12,-1.3,23,4.0,2000,Winter,No Holiday,Yes,26,12,2017
262,13,-2.0,15,4.7,1970,Winter,No Holiday,Yes,26,12,2017
271,14,-1.6,20,4.3,2000,Winter,No Holiday,Yes,26,12,2017
246,15,-1.9,17,5.0,2000,Winter,No Holiday,Yes,26,12,2017
282,16,-1.9,17,3.3,2000,Winter,No Holiday,Yes,26,12,2017
350,17,-3.6,20,3.7,2000,Winter,No Holiday,Yes,26,12,2017
481,18,-4.7,23,3.4,2000,Winter,No Holiday,Yes,26,12,2017
317,19,-5.4,27,3.0,2000,Winter,No Holiday,Yes,26,12,2017
252,20,-6.1,32,4.7,2000,Winter,No Holiday,Yes,26,12,2017
220,21,-6.6,39,3.2,2000,Winter,No Holiday,Yes,26,12,2017
213,22,-7.2,38,3.1,2000,Winter,No Holiday,Yes,26,12,2017
156,23,-7.5,37,3.1,2000,Winter,No Holiday,Yes,26,12,2017
133,0,-7.9,37,2.2,2000,Winter,No Holiday,Yes,27,12,2017
142,1,-8.2,39,1.8,2000,Winter,No Holiday,Yes,27,12,2017
93,2,-8.6,37,1.5,2000,Winter,No Holiday,Yes,27,12,2017
81,3,-9.1,37,1.0,2000,Winter,No Holiday,Yes,27,12,2017
55,4,-9.1,33,2.3,2000,Winter,No Holiday,Yes,27,12,2017
66,5,-9.4,36,1.9,2000,Winter,No Holiday,Yes,27,12,2017
105,6,-9.8,37,1.7,2000,Winter,No Holiday,Yes,27,12,2017
262,7,-10.1,38,2.3,2000,Winter,No Holiday,Yes,27,12,2017
502,8,-10.2,35,1.8,2000,Winter,No Holiday,Yes,27,12,2017
279,9,-9.8,33,2.0,1997,Winter,No Holiday,Yes,27,12,2017
146,10,-8.5,29,2.4,1992,Winter,No Holiday,Yes,27,12,2017
213,11,-6.8,28,2.1,1986,Winter,No Holiday,Yes,27,12,2017
230,12,-5.5,21,2.1,1941,Winter,No Holiday,Yes,27,12,2017
258,13,-4.7,18,3.7,2000,Winter,No Holiday,Yes,27,12,2017
231,14,-4.0,18,2.4,2000,Winter,No Holiday,Yes,27,12,2017
228,15,-3.1,16,2.2,2000,Winter,No Holiday,Yes,27,12,2017
269,16,-3.2,23,2.7,2000,Winter,No Holiday,Yes,27,12,2017
314,17,-4.2,26,2.2,2000,Winter,No Holiday,Yes,27,12,2017
466,18,-5.2,32,2.2,2000,Winter,No Holiday,Yes,27,12,2017
315,19,-5.5,31,2.1,2000,Winter,No Holiday,Yes,27,12,2017
262,20,-5.9,34,0.9,2000,Winter,No Holiday,Yes,27,12,2017
242,21,-6.4,34,1.2,2000,Winter,No Holiday,Yes,27,12,2017
243,22,-6.4,36,1.3,2000,Winter,No Holiday,Yes,27,12,2017
216,23,-6.3,39,0.9,2000,Winter,No Holiday,Yes,27,12,2017
164,0,-6.5,41,1.7,2000,Winter,No Holiday,Yes,28,12,2017
169,1,-6.6,39,1.4,2000,Winter,No Holiday,Yes,28,12,2017
163,2,-6.6,34,1.8,2000,Winter,No Holiday,Yes,28,12,2017
86,3,-6.0,32,2.5,2000,Winter,No Holiday,Yes,28,12,2017
50,4,-5.8,32,1.6,2000,Winter,No Holiday,Yes,28,12,2017
61,5,-5.7,28,1.2,2000,Winter,No Holiday,Yes,28,12,2017
103,6,-5.5,24,0.5,2000,Winter,No Holiday,Yes,28,12,2017
257,7,-5.0,31,0.5,2000,Winter,No Holiday,Yes,28,12,2017
554,8,-4.7,30,0.6,2000,Winter,No Holiday,Yes,28,12,2017
326,9,-4.3,38,0.7,1877,Winter,No Holiday,Yes,28,12,2017
225,10,-3.4,33,1.3,1863,Winter,No Holiday,Yes,28,12,2017
288,11,-2.1,34,1.0,1868,Winter,No Holiday,Yes,28,12,2017
286,12,-0.8,38,1.0,1686,Winter,No Holiday,Yes,28,12,2017
301,13,0.8,46,1.4,1598,Winter,No Holiday,Yes,28,12,2017
311,14,0.8,55,1.8,1132,Winter,No Holiday,Yes,28,12,2017
303,15,0.4,57,2.4,1179,Winter,No Holiday,Yes,28,12,2017
390,16,0.3,57,2.3,1204,Winter,No Holiday,Yes,28,12,2017
407,17,0.2,58,2.0,1159,Winter,No Holiday,Yes,28,12,2017
552,18,-0.6,62,1.6,1129,Winter,No Holiday,Yes,28,12,2017
402,19,-0.4,62,0.9,1103,Winter,No Holiday,Yes,28,12,2017
319,20,-0.3,62,1.3,1040,Winter,No Holiday,Yes,28,12,2017
332,21,-0.2,62,0.6,986,Winter,No Holiday,Yes,28,12,2017
285,22,0.0,63,1.3,968,Winter,No Holiday,Yes,28,12,2017
260,23,0.1,63,1.1,1003,Winter,No Holiday,Yes,28,12,2017
233,0,0.2,63,0.7,925,Winter,No Holiday,Yes,29,12,2017
269,1,0.3,63,0.7,760,Winter,No Holiday,Yes,29,12,2017
210,2,0.5,63,1.0,691,Winter,No Holiday,Yes,29,12,2017
135,3,0.6,64,0.4,731,Winter,No Holiday,Yes,29,12,2017
85,4,0.6,65,0.4,712,Winter,No Holiday,Yes,29,12,2017
67,5,0.7,66,0.7,687,Winter,No Holiday,Yes,29,12,2017
128,6,0.8,68,0.6,673,Winter,No Holiday,Yes,29,12,2017
289,7,0.9,67,0.6,658,Winter,No Holiday,Yes,29,12,2017
636,8,1.0,68,0.6,624,Winter,No Holiday,Yes,29,12,2017
353,9,1.2,67,0.2,591,Winter,No Holiday,Yes,29,12,2017
252,10,1.9,65,0.3,562,Winter,No Holiday,Yes,29,12,2017
317,11,3.1,62,1.1,517,Winter,No Holiday,Yes,29,12,2017
363,12,4.3,62,1.6,472,Winter,No Holiday,Yes,29,12,2017
370,13,5.2,58,2.5,435,Winter,No Holiday,Yes,29,12,2017
419,14,5.7,54,3.5,418,Winter,No Holiday,Yes,29,12,2017
426,15,5.7,53,2.7,408,Winter,No Holiday,Yes,29,12,2017
504,16,5.4,56,2.2,396,Winter,No Holiday,Yes,29,12,2017
534,17,4.5,59,1.6,384,Winter,No Holiday,Yes,29,12,2017
574,18,3.6,62,1.4,389,Winter,No Holiday,Yes,29,12,2017
395,19,2.7,68,1.2,348,Winter,No Holiday,Yes,29,12,2017
292,20,1.7,73,0.5,332,Winter,No Holiday,Yes,29,12,2017
282,21,1.0,77,1.5,297,Winter,No Holiday,Yes,29,12,2017
294,22,0.8,77,1.4,293,Winter,No Holiday,Yes,29,12,2017
236,23,0.3,80,0.8,264,Winter,No Holiday,Yes,29,12,2017
240,0,-0.4,83,1.2,247,Winter,No Holiday,Yes,30,12,2017
234,1,-0.5,83,0.7,244,Winter,No Holiday,Yes,30,12,2017
192,2,-0.9,84,0.6,230,Winter,No Holiday,Yes,30,12,2017
127,3,-1.1,83,0.8,237,Winter,No Holiday,Yes,30,12,2017
86,4,-1.1,83,0.7,242,Winter,No Holiday,Yes,30,12,2017
52,5,-1.2,81,0.8,258,Winter,No Holiday,Yes,30,12,2017
62,6,-1.1,81,1.0,253,Winter,No Holiday,Yes,30,12,2017
88,7,-0.7,79,0.7,259,Winter,No Holiday,Yes,30,12,2017
162,8,-0.4,78,0.5,249,Winter,No Holiday,Yes,30,12,2017
224,9,0.2,76,1.3,249,Winter,No Holiday,Yes,30,12,2017
208,10,0.8,73,0.5,248,Winter,No Holiday,Yes,30,12,2017
237,11,2.0,69,1.0,257,Winter,No Holiday,Yes,30,12,2017
274,12,3.2,64,0.8,258,Winter,No Holiday,Yes,30,12,2017
333,13,4.0,62,1.0,256,Winter,No Holiday,Yes,30,12,2017
356,14,4.3,60,1.2,272,Winter,No Holiday,Yes,30,12,2017
337,15,4.3,61,0.7,274,Winter,No Holiday,Yes,30,12,2017
345,16,4.1,63,0.7,263,Winter,No Holiday,Yes,30,12,2017
183,17,3.8,64,0.9,250,Winter,No Holiday,Yes,30,12,2017
45,18,3.0,84,1.7,137,Winter,No Holiday,Yes,30,12,2017
40,19,2.3,89,0.6,96,Winter,No Holiday,Yes,30,12,2017
66,20,1.9,90,0.9,88,Winter,No Holiday,Yes,30,12,2017
64,21,1.8,92,1.1,109,Winter,No Holiday,Yes,30,12,2017
30,22,1.8,92,1.2,94,Winter,No Holiday,Yes,30,12,2017
42,23,1.4,92,1.9,73,Winter,No Holiday,Yes,30,12,2017
43,0,0.9,95,1.8,63,Winter,Holiday,Yes,31,12,2017
43,1,0.5,95,2.1,79,Winter,Holiday,Yes,31,12,2017
65,2,0.4,95,1.7,110,Winter,Holiday,Yes,31,12,2017
65,3,0.3,91,2.0,172,Winter,Holiday,Yes,31,12,2017
32,4,-0.2,87,3.5,246,Winter,Holiday,Yes,31,12,2017
22,5,-0.8,85,2.8,329,Winter,Holiday,Yes,31,12,2017
25,6,-1.3,84,2.4,425,Winter,Holiday,Yes,31,12,2017
